Timestamp(Date-Time),A_ACR_Mot.PV,A_ACR_Mot.SV,A_ACR_Mot.TV,A_ACR_Pmp.PV,A_ACR_Pmp.SV,A_ACR_Pmp.TV,A_Pres.PV,A_Temp.PV,Vibration_hz,Temperature,RUL_hours,Load_Percent,RPM,Barometer
2024-06-11T10:00:12Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.313,25.4057312,1199.71,37.79,1386.41,1012.170715
2024-06-11T10:00:13Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.442,25.4057312,1199.69,38.2,1387.18,1012.170715
2024-06-11T10:00:14Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.358,25.4057312,1199.68,38.34,1388.2,1012.17638
2024-06-11T10:00:15Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.19,25.4057312,1199.67,38.33,1389.45,1012.17638
2024-06-11T10:00:16Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.349,25.4057312,1199.65,38.8,1389.02,1012.17638
2024-06-11T10:00:17Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.185,25.4057312,1199.62,38.76,1389.5,1012.17638
2024-06-11T10:00:18Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.414,25.42133522,1199.6,39.41,1389.96,1012.17638
2024-06-11T10:00:19Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.297,25.42133522,1199.58,39.44,1390.86,1012.17638
2024-06-11T10:00:20Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.282,25.42133522,1199.55,39.65,1391.21,1012.17638
2024-06-11T10:00:21Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.221,25.42133522,1199.53,39.76,1391.77,1012.167397
2024-06-11T10:00:22Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.461,25.42133522,1199.5,40.52,1392.11,1012.167397
2024-06-11T10:00:23Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.285,25.42133522,1199.48,40.38,1393.27,1012.167397
2024-06-11T10:00:24Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,2.252,25.42133522,1199.45,40.54,1393.68,1012.167397
2024-06-11T10:00:25Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.264,25.42133522,1199.43,40.8,1393.92,1012.167397
2024-06-11T10:00:26Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.377,25.42133522,1199.4,41.34,1394.35,1012.167397
2024-06-11T10:00:27Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.355,25.42133522,1199.38,41.53,1395.05,1012.167397
2024-06-11T10:00:28Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.364,25.42133522,1199.35,41.8,1395.31,1012.167397
2024-06-11T10:00:29Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.366,25.42848778,1199.33,42.06,1395.99,1012.191601
2024-06-11T10:00:30Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.583,25.42848778,1199.3,42.97,1396.72,1012.191601
2024-06-11T10:00:31Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.258,25.42848778,1199.27,42.25,1397.56,1012.191601
2024-06-11T10:00:32Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.25,25.42848778,1199.25,42.45,1397.33,1012.191601
2024-06-11T10:00:33Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.201,25.42848778,1199.22,42.57,1399.5,1012.191601
2024-06-11T10:00:34Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.39,25.43510818,1199.2,43.43,1399.28,1012.191601
2024-06-11T10:00:35Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.465,25.43510818,1199.17,43.91,1398.6,1012.191601
2024-06-11T10:00:36Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.299,25.43510818,1199.14,43.62,1400.16,1012.191601
2024-06-11T10:00:37Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.206,25.43510818,1199.12,43.53,1400.7,1012.217207
2024-06-11T10:00:38Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.203,25.43510818,1199.09,43.79,1402.18,1012.217207
2024-06-11T10:00:39Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.402,25.43510818,1199.06,44.76,1401.52,1012.217207
2024-06-11T10:00:40Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.414,25.43510818,1199.04,45.07,1402.23,1012.217207
2024-06-11T10:00:41Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.389,25.43510818,1199.01,45.23,1402.77,1012.217207
2024-06-11T10:00:42Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.236,25.43510818,1198.98,44.86,1402.88,1012.217207
2024-06-11T10:00:43Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.341,25.43510818,1198.96,45.6,1405.14,1012.217207
2024-06-11T10:00:44Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.33,25.4435997,1198.93,45.8,1405.21,1012.217207
2024-06-11T10:00:45Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.352,25.4435997,1198.9,46.12,1404.66,1012.217207
2024-06-11T10:00:46Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.435,25.4435997,1198.88,46.76,1405.63,1012.217207
2024-06-11T10:00:47Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.345,25.4435997,1198.85,46.65,1407.08,1012.197609
2024-06-11T10:00:48Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.413,25.4435997,1198.82,47.19,1406.7,1012.197609
2024-06-11T10:00:49Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.323,25.4435997,1198.79,47.09,1408.76,1012.197609
2024-06-11T10:00:50Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.345,25.4435997,1198.77,47.49,1410.37,1012.197609
2024-06-11T10:00:51Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.411,25.44556808,1198.74,47.98,1408.19,1012.197609
2024-06-11T10:00:52Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.132,25.44556808,1198.71,46.89,1409.36,1012.197609
2024-06-11T10:00:53Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.289,25.44556808,1198.68,47.9,1408.97,1012.197609
2024-06-11T10:00:54Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.278,25.44556808,1198.66,48.06,1408.47,1012.184792
2024-06-11T10:00:55Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,23.96282959,2.233,25.44556808,1198.63,48.21,1412.27,1012.184792
2024-06-11T10:00:56Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.294,25.44556808,1198.6,48.72,1411.14,1012.184792
2024-06-11T10:00:57Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.529,25.44556808,1198.57,50.26,1411.9,1012.184792
2024-06-11T10:00:58Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.205,25.44556808,1198.55,48.83,1413.94,1012.184792
2024-06-11T10:00:59Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.473,25.4570694,1198.52,50.45,1411.34,1012.184792
2024-06-11T10:01:00Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.109,25.4570694,1198.49,48.73,1413.51,1012.184792
2024-06-11T10:01:01Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.276,25.4570694,1198.46,50.02,1416.02,1012.184792
2024-06-11T10:01:02Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.359,25.4570694,1198.43,50.68,1414.41,1012.182674
2024-06-11T10:01:03Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.423,25.4570694,1198.41,51.29,1414.07,1012.182674
2024-06-11T10:01:04Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.445,25.4570694,1198.38,51.67,1414.1,1012.182674
2024-06-11T10:01:05Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.451,25.4570694,1198.35,52.03,1415.55,1012.182674
2024-06-11T10:01:06Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.28,25.47039604,1198.32,51.36,1418.62,1012.182674
2024-06-11T10:01:07Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.272,25.47039604,1198.29,51.54,1418.33,1012.182674
2024-06-11T10:01:08Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.462,25.47039604,1198.27,52.95,1417.46,1012.182674
2024-06-11T10:01:09Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.304,25.47039604,1198.24,52.32,1420.31,1012.182674
2024-06-11T10:01:10Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.154,25.47039604,1198.21,51.64,1421.36,1012.188396
2024-06-11T10:01:11Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.184,25.47039604,1198.18,52.04,1420.57,1012.188396
2024-06-11T10:01:12Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.194,25.47039604,1198.15,52.5,1423.93,1012.188396
2024-06-11T10:01:13Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.422,25.47039604,1198.12,54.07,1419.84,1012.188396
2024-06-11T10:01:14Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.361,25.47039604,1198.1,54.03,1422.28,1012.188396
2024-06-11T10:01:15Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.454,25.48025513,1198.07,54.83,1420.56,1012.188396
2024-06-11T10:01:16Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.285,25.48025513,1198.04,54.06,1423.54,1012.188396
2024-06-11T10:01:17Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.38,25.48025513,1198.01,54.9,1422.18,1012.188396
2024-06-11T10:01:18Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.442,25.48025513,1197.98,55.65,1423.29,1012.188568
2024-06-11T10:01:19Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.291,25.48025513,1197.95,55.01,1427.08,1012.188568
2024-06-11T10:01:20Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.416,25.48025513,1197.92,56.07,1425.14,1012.188568
2024-06-11T10:01:21Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.261,25.48025513,1197.89,55.22,1425.89,1012.188568
2024-06-11T10:01:22Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.317,25.49032021,1197.87,55.81,1424.48,1012.188568
2024-06-11T10:01:23Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.307,25.49032021,1197.84,56.08,1426.36,1012.188568
2024-06-11T10:01:24Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.14270401,24.07357788,2.202,25.49032021,1197.81,55.5,1425.85,1012.188568
2024-06-11T10:01:25Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.428,25.49032021,1197.78,57.58,1427.73,1012.188568
2024-06-11T10:01:26Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.291,25.49032021,1197.75,56.84,1429.01,1012.187223
2024-06-11T10:01:27Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.373,25.49032021,1197.72,57.65,1427.63,1012.187223
2024-06-11T10:01:28Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.424,25.49032021,1197.69,58.47,1430.49,1012.187223
2024-06-11T10:01:29Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.422,25.49032021,1197.66,58.73,1430.86,1012.187223
2024-06-11T10:01:30Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.471,25.48484993,1197.63,59.28,1429.14,1012.187223
2024-06-11T10:01:31Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.356,25.48484993,1197.61,58.7,1430.95,1012.187223
2024-06-11T10:01:32Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.322,25.48484993,1197.58,58.62,1429.99,1012.187223
2024-06-11T10:01:33Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.371,25.48484993,1197.55,59.32,1430.7,1012.187223
2024-06-11T10:01:34Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.144,25.48484993,1197.52,57.71,1431.37,1012.187223
2024-06-11T10:01:35Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.174,25.48484993,1197.49,58.27,1432.63,1012.16073
2024-06-11T10:01:36Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.189,25.48484993,1197.46,58.7,1433.65,1012.16073
2024-06-11T10:01:37Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.257,25.48484993,1197.43,59.38,1431.35,1012.16073
2024-06-11T10:01:38Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.441,25.48484993,1197.4,61.4,1434.24,1012.16073
2024-06-11T10:01:39Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.242,25.48484993,1197.37,60.07,1436.73,1012.16073
2024-06-11T10:01:40Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.335,25.48895836,1197.34,61.03,1435.05,1012.16073
2024-06-11T10:01:41Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.621,25.48895836,1197.31,63.46,1429.4,1012.163677
2024-06-11T10:01:42Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.345,25.48895836,1197.28,61.65,1435.65,1012.163677
2024-06-11T10:01:43Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.525,25.48895836,1197.25,63.37,1433.13,1012.163677
2024-06-11T10:01:44Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.266,25.48895836,1197.22,61.49,1436.63,1012.163677
2024-06-11T10:01:45Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.351,25.48895836,1197.19,62.75,1440.06,1012.163677
2024-06-11T10:01:46Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.29,25.48895836,1197.16,62.06,1434.42,1012.163677
2024-06-11T10:01:47Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.364,25.50537491,1197.13,63.18,1437.2,1012.163677
2024-06-11T10:01:48Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.523,25.50537491,1197.1,65.08,1439.49,1012.163677
2024-06-11T10:01:49Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.154,25.50537491,1197.07,61.87,1439.85,1012.163677
2024-06-11T10:01:50Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.487,25.50537491,1197.04,65.16,1437.98,1012.163677
2024-06-11T10:01:51Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.422,25.50537491,1197.01,65.2,1443.93,1012.163677
2024-06-11T10:01:52Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.318,25.50537491,1196.98,64.34,1442.24,1012.163677
2024-06-11T10:01:53Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.182,25.50537491,1196.95,63.43,1444.73,1012.154264
2024-06-11T10:01:54Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.423,25.50537491,1196.92,65.9,1442.79,1012.154264
2024-06-11T10:01:55Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.336,25.50537491,1196.89,65.34,1443.32,1012.154264
2024-06-11T10:01:56Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.441,25.5190506,1196.86,66.76,1445.16,1012.154264
2024-06-11T10:01:57Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.07357788,2.401,25.5190506,1196.82,66.77,1447.18,1012.154264
2024-06-11T10:01:58Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.699,25.5190506,1196.79,69.43,1438.84,1012.154264
2024-06-11T10:01:59Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.392,25.5190506,1196.76,67.0,1444.68,1012.116241
2024-06-11T10:02:00Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.271,25.5190506,1196.73,65.87,1445.51,1012.116241
2024-06-11T10:02:01Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.464,25.5190506,1196.7,67.71,1443.36,1012.116241
2024-06-11T10:02:02Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.452,25.5190506,1196.67,67.82,1446.1,1012.116241
2024-06-11T10:02:03Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.64,25.51716232,1196.64,69.57,1443.34,1012.116241
2024-06-11T10:02:04Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.536,25.51716232,1196.61,68.83,1447.23,1012.116241
2024-06-11T10:02:05Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.474,25.51716232,1196.58,68.15,1446.09,1012.116241
2024-06-11T10:02:06Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.643,25.51716232,1196.54,69.85,1445.34,1012.120447
2024-06-11T10:02:07Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.269,25.51716232,1196.51,65.92,1443.16,1012.120447
2024-06-11T10:02:08Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.35,25.51716232,1196.48,66.78,1443.3,1012.120447
2024-06-11T10:02:09Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.305,25.51716232,1196.45,66.39,1443.76,1012.120447
2024-06-11T10:02:10Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.36,25.51716232,1196.42,67.24,1447.21,1012.120447
2024-06-11T10:02:11Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.24,25.54046822,1196.39,65.8,1443.71,1012.120447
2024-06-11T10:02:12Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.553,25.54046822,1196.35,68.86,1441.48,1012.120447
2024-06-11T10:02:13Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.424,25.54046822,1196.32,67.62,1442.04,1012.120447
2024-06-11T10:02:14Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.192,25.54046822,1196.29,65.79,1451.17,1012.091551
2024-06-11T10:02:15Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.289,25.54046822,1196.26,66.51,1444.83,1012.091551
2024-06-11T10:02:16Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.487,25.54046822,1196.23,68.55,1444.65,1012.091551
2024-06-11T10:02:17Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.593,25.54046822,1196.2,69.38,1440.69,1012.091551
2024-06-11T10:02:18Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.744,25.54117203,1196.16,71.16,1443.55,1012.091551
2024-06-11T10:02:19Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.926,25.54117203,1196.13,72.57,1437.02,1012.091551
2024-06-11T10:02:20Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.528,25.54117203,1196.1,68.86,1441.39,1012.091551
2024-06-11T10:02:21Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.307,25.54117203,1196.07,66.8,1443.44,1012.091551
2024-06-11T10:02:22Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.117,25.54117203,1196.03,65.13,1446.59,1012.122107
2024-06-11T10:02:23Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.505,25.54117203,1196.0,68.77,1441.84,1012.122107
2024-06-11T10:02:24Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,41.57451248,24.32073975,2.305,25.54117203,1195.97,67.19,1447.66,1012.122107
2024-06-11T10:02:25Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,40.47570801,24.32073975,2.383,25.54117203,1195.94,67.83,1445.14,1012.122107
2024-06-11T10:02:26Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,40.47570801,24.32073975,2.37,25.54117203,1195.91,67.57,1442.94,1012.122107
2024-06-11T10:02:27Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,40.47570801,24.32073975,2.42,25.54117203,1195.87,68.32,1445.76,1012.122107
